-3.68178	-11.4688
-3.20432	-9.93336
-8.05743	-11.9606
-4.26426	-2.69933
-0.511617	-0.0301796
-1.29245	2.56659
-6.19434	-2.37042
-8.19557	-7.52134
-12.7489	-13.8865
-4.73944	-21.3988
-9.13442	-25.3647
-7.16359	-20.9828
-8.05902	-19.3958
-10.2417	-16.6283
-9.57059	-13.599
-10.1355	-11.4651
-11.3827	-10.3161
-13.4531	-9.61759
-16.7584	-9.79366
-18.6765	-12.2315
-17.2265	-14.5099
-18.3745	-15.3937
-19.2647	-12.9658
-20.8784	-14.8871
-22.4691	-14.0044
-21.5987	-12.3571
-20.0159	-10.843
-16.8903	-11.5796
-15.8248	-10.3556
-14.0899	-8.69984
-10.5449	-3.35106
-2.72543	-6.25272
-6.78699	-9.51011
-0.330159	-4.76234
-0.0687577	-7.02769
-0.673822	-3.29045
-0.800508	-10.7892
0.483923	-11.1638
-1.97458	-18.0747
-6.8753	-23.7746
-5.11319	-25.2682
-5.22435	-25.2112
-4.14389	-24.9411
0.492187	-18.8729
5.48345	-12.986
2.53378	-10.7641
9.38625	-9.91038
3.75203	-13.2392
0.217051	-15.842
-5.81982	-13.0133
-4.36673	-17.6828
-5.48361	-15.8334
-10.3932	-12.6372
-10.2635	-9.99741
-10.8413	-8.78716
-14.0649	-12.6498
-21.851	-12.0319
-22.6155	-10.9907
-21.2319	-14.0127
-17.0869	-17.1933
-13.9625	-16.5475
-12.4137	-18.7884
-10.4893	-18.1349
-8.26205	-17.1431
-4.23823	-10.5971
1.86314	-8.33249
-10.3084	-6.60317
-9.63525	-2.17616
-10.493	0.293649
-15.1056	-4.78192
-8.64235	-0.379144
-1.51122	5.95499
-5.92048	1.52841
-8.29355	-1.43269
-9.15049	-1.76934
-9.2156	1.02988
-9.14466	-9.45125
-6.2659	-6.12976
-7.29756	-3.40968
-14.5342	-2.42376
-9.5784	-0.794302
-12.7761	-6.62059
-15.7482	-5.63964
-17.3486	-3.82849
-17.7834	-6.43097
-16.012	-5.58022
-13.9644	-3.77703
-17.0071	-4.20803
-18.2216	-7.02171
-16.8972	-8.08494
-17.3344	-7.18939
-19.7471	-9.95749
-20.6036	-12.4309
-5.27235	-2.57997
-10.1546	-0.863004
-12.2238	-6.05291
-8.60652	0.919817
-8.18461	-0.628512
-7.5805	-3.55965
-6.08147	-7.10808
-6.23271	-8.85059
-6.68931	-6.24908
-8.83825	-1.18576
-7.07797	-6.91852
-4.45736	-3.68355
-6.22587	-7.43458
-6.63781	-11.3033
-5.01429	-13.3215
-5.03513	-13.9352
-5.19919	-9.91274
-4.48492	-13.3282
-5.57508	-17.0075
-8.29336	-10.3133
-14.6183	-2.71379
-12.5947	0.34986
-17.0271	1.09997
-14.0824	0.15057
-15.9173	-0.692085
-13.3267	-4.61614
-17.1174	-5.18299
-14.6695	-1.6255
-17.5479	-3.25341
-11.7348	-4.64004
-11.5812	-3.83502
-10.9648	-3.59918
-9.55941	3.27354
-11.4915	-1.51263
-11.6903	1.04828
-12.5688	-0.589743
-11.5678	-5.17119
-11.7196	2.53854
-9.9452	-0.954696
-10.1268	-0.699613
-12.0832	0.0223474
-17.0138	-1.08668
-16.689	-2.21912
-12.8193	-7.65175
-12.9156	-9.91006
-15.5876	-3.76994
-6.58585	-5.21824
-5.46128	0.360563
-5.80511	-3.96843
-11.8809	-3.15681
-8.54448	-6.60904
-7.79042	-5.45427
-7.85613	-3.74907
-10.4634	-3.71768
-4.70248	-4.6001
-5.9655	-4.2281
-4.64405	-8.98926
-6.16047	-3.10558
-5.26676	-3.95332
-5.55997	-6.49606
