0.81375	-0.555663
0.83714	-0.484161
-0.336769	-0.365167
-0.321521	-0.394546
-0.127154	-0.377398
0.182785	-0.14142
0.653525	0.409609
0.942943	0.625849
-0.0348856	-0.462227
0.374244	-0.585562
0.836103	-1.00684
0.871309	-0.820147
0.785679	-0.513885
0.900868	-0.39023
1.00301	-0.167674
1.00046	-0.115561
0.93549	-0.113143
1.01048	-0.325551
0.88969	-0.308719
0.9261	-0.415027
1.05439	-0.676392
0.981552	-0.585604
0.866265	-0.43613
0.793044	-0.427062
0.666273	-0.356847
0.612287	-0.280847
0.610248	-0.17717
0.725915	-0.20266
0.637372	-0.0559324
0.774698	-0.152371
0.802934	-0.289254
0.541292	-0.266886
0.57329	-0.0510505
0.939983	0.207413
0.973402	0.0726689
0.754802	0.048235
0.94181	-0.00917741
1.19169	-0.279762
0.953007	-0.927375
1.70292	-1.84858
1.48095	-1.50289
1.21762	-1.23477
1.27685	-1.35406
1.30093	-1.38843
1.61155	-1.85484
1.4191	-1.54678
1.41087	-1.44047
1.44763	-1.50547
0.962582	-0.727915
0.912508	-0.554185
0.60917	-0.758616
0.577061	-0.536614
0.284555	-0.185195
0.270222	-0.190229
0.244664	-0.161169
0.169716	-0.109859
0.00424145	-0.0304181
0.0777399	-0.276603
0.417147	-0.628743
0.995948	-1.21123
1.43462	-1.72769
1.78269	-2.21184
1.86026	-2.30677
1.88113	-2.31449
1.07457	-1.23356
0.636453	-0.336813
0.671121	0.362271
0.404417	0.577306
0.544558	0.593697
0.334455	0.464773
0.597292	0.831695
0.520665	0.640763
0.440232	0.0111794
0.109257	0.0406179
0.203571	0.118306
0.209301	0.11433
0.259688	-0.125065
0.0486424	0.516121
0.166368	0.581384
0.0150515	0.419118
0.404845	0.215551
0.813417	-0.0659817
0.579444	0.221503
0.466372	0.426505
0.475522	0.392384
0.437949	0.406432
0.559022	0.289041
0.485346	0.345051
0.539536	0.309859
0.579295	0.195087
0.619666	0.125584
0.440701	0.184416
0.804411	-0.153011
1.10858	-0.422319
1.05411	-0.324541
1.01604	-0.239291
1.01946	0.0191448
1.06347	-0.282503
1.04266	-0.421363
